user_id,signup_date,country,state,device,age,gender,acquisition_channel,is_registered
172,2023-03-03,India,Telangana,Mobile,49,Female,Facebook Ads,1
173,2023-06-14,India,Tamil Nadu,Mobile,53,Male,Organic,1
174,2023-02-20,India,Odisha,Mobile,33,Male,Organic,1
175,2023-06-21,India,Rajasthan,Mobile,29,Female,Facebook Ads,1
176,2023-06-01,India,Karnataka,Mobile,58,Female,Facebook Ads,1
177,2023-02-28,India,West Bengal,Mobile,20,Male,Referral,1
178,2023-04-28,India,Uttar Pradesh,Desktop,44,Female,Organic,1
179,2023-06-09,India,Uttar Pradesh,Mobile,44,Female,Google Ads,1
180,2023-04-06,India,Karnataka,Mobile,26,Male,Facebook Ads,1
181,2023-06-29,India,Delhi,Desktop,34,Female,Facebook Ads,1
182,2023-04-23,India,Telangana,Mobile,22,Female,Google Ads,1
183,2023-03-03,India,Uttar Pradesh,Mobile,43,Female,Referral,1
184,2023-02-21,India,Gujarat,Desktop,38,Female,Facebook Ads,1
185,2023-01-12,India,Maharashtra,Mobile,18,Male,Referral,1
186,2023-02-08,India,Rajasthan,Desktop,18,Male,Facebook Ads,1
187,2023-05-10,India,Uttar Pradesh,Mobile,52,Male,Google Ads,1
188,2023-05-11,India,Gujarat,Mobile,26,Male,Facebook Ads,1
189,2023-04-23,India,Tamil Nadu,Mobile,40,Male,Organic,1
190,2023-04-11,India,Tamil Nadu,Mobile,55,Female,Google Ads,1
191,2023-04-23,India,Rajasthan,Desktop,58,Female,Organic,1
192,2023-03-22,India,Delhi,Mobile,21,Female,Organic,1
193,2023-04-23,India,West Bengal,Desktop,36,Male,Google Ads,1
194,2023-01-02,India,Rajasthan,Desktop,54,Male,Organic,1
195,2023-05-10,India,Odisha,Mobile,22,Male,Facebook Ads,1
196,2023-02-23,India,Delhi,Desktop,45,Female,Organic,1
197,2023-03-28,India,Uttar Pradesh,Mobile,59,Female,Facebook Ads,1
198,2023-05-09,India,Rajasthan,Mobile,40,Female,Google Ads,1
199,2023-05-27,India,Telangana,Desktop,55,Male,Referral,1
200,2023-05-06,India,Tamil Nadu,Mobile,40,Male,Facebook Ads,1
201,2023-05-10,India,Gujarat,Mobile,35,Female,Referral,1
202,2023-02-22,India,Rajasthan,Mobile,46,Female,Referral,1
203,2023-06-21,India,Telangana,Mobile,45,Female,Google Ads,1
204,2023-06-09,India,Delhi,Mobile,26,Male,Facebook Ads,1
205,2023-06-09,India,Odisha,Mobile,56,Male,Referral,1
206,2023-03-09,India,Gujarat,Mobile,27,Female,Referral,1
207,2023-05-03,India,Maharashtra,Mobile,19,Female,Facebook Ads,1
208,2023-05-25,India,Odisha,Mobile,30,Male,Referral,1
209,2023-02-07,India,Uttar Pradesh,Mobile,55,Female,Referral,1
210,2023-01-24,India,Telangana,Mobile,44,Female,Google Ads,1
211,2023-03-10,India,Rajasthan,Desktop,58,Male,Referral,1
212,2023-04-26,India,Rajasthan,Mobile,37,Female,Google Ads,1
213,2023-04-08,India,Karnataka,Mobile,57,Female,Organic,1
214,2023-05-19,India,Tamil Nadu,Mobile,27,Female,Google Ads,1
215,2023-05-24,India,Uttar Pradesh,Mobile,33,Male,Facebook Ads,1
216,2023-04-07,India,Telangana,Mobile,32,Female,Organic,1
217,2023-05-04,India,Rajasthan,Desktop,30,Female,Facebook Ads,1
218,2023-03-11,India,Maharashtra,Desktop,55,Male,Organic,1
219,2023-04-03,India,Gujarat,Desktop,37,Female,Referral,1
220,2023-01-03,India,Uttar Pradesh,Desktop,41,Female,Facebook Ads,1
221,2023-05-28,India,Delhi,Mobile,58,Male,Google Ads,1
222,2023-06-13,India,Maharashtra,Mobile,24,Female,Organic,1
223,2023-05-27,India,Gujarat,Desktop,40,Female,Facebook Ads,1
224,2023-03-31,India,West Bengal,Mobile,41,Female,Referral,1
225,2023-05-27,India,Tamil Nadu,Desktop,46,Male,Google Ads,1
226,2023-05-28,India,Uttar Pradesh,Desktop,22,Female,Organic,1
227,2023-04-06,India,Telangana,Desktop,52,Male,Facebook Ads,1
228,2023-02-21,India,Odisha,Mobile,18,Male,Facebook Ads,1
229,2023-06-10,India,Gujarat,Desktop,53,Male,Facebook Ads,1
230,2023-06-17,India,Delhi,Mobile,35,Male,Facebook Ads,1
231,2023-05-08,India,Rajasthan,Mobile,23,Male,Google Ads,1
232,2023-02-08,India,Odisha,Mobile,40,Male,Organic,1
233,2023-03-23,India,Maharashtra,Desktop,27,Male,Facebook Ads,1
234,2023-04-14,India,Tamil Nadu,Desktop,24,Female,Facebook Ads,1
235,2023-05-09,India,Telangana,Mobile,25,Female,Google Ads,1
236,2023-01-11,India,Odisha,Mobile,30,Male,Referral,1
237,2023-06-27,India,Delhi,Mobile,47,Female,Organic,1
238,2023-05-31,India,Gujarat,Desktop,35,Female,Facebook Ads,1
239,2023-06-08,India,Telangana,Mobile,31,Female,Referral,1
240,2023-02-11,India,West Bengal,Mobile,28,Male,Referral,1
241,2023-04-09,India,Rajasthan,Mobile,59,Female,Google Ads,1
242,2023-01-07,India,Tamil Nadu,Mobile,55,Male,Organic,1
243,2023-05-24,India,Odisha,Mobile,30,Male,Google Ads,1
244,2023-03-31,India,Tamil Nadu,Mobile,59,Female,Referral,1
245,2023-04-22,India,Tamil Nadu,Desktop,50,Male,Google Ads,1
246,2023-03-01,India,Tamil Nadu,Desktop,30,Male,Referral,1
247,2023-04-23,India,Gujarat,Mobile,42,Male,Facebook Ads,1
248,2023-01-02,India,Tamil Nadu,Desktop,41,Female,Google Ads,1
249,2023-05-09,India,West Bengal,Mobile,46,Female,Referral,1
250,2023-02-17,India,Maharashtra,Mobile,53,Female,Referral,1
251,2023-05-20,India,Delhi,Mobile,23,Male,Organic,1
252,2023-02-06,India,Telangana,Mobile,35,Female,Referral,1
253,2023-06-09,India,West Bengal,Desktop,45,Female,Organic,1
254,2023-01-09,India,Telangana,Mobile,22,Female,Organic,1
255,2023-04-09,India,Delhi,Mobile,35,Male,Google Ads,1
256,2023-05-27,India,Maharashtra,Desktop,54,Male,Google Ads,1
257,2023-02-17,India,Uttar Pradesh,Mobile,24,Female,Google Ads,1
258,2023-05-11,India,Telangana,Desktop,26,Male,Organic,1
259,2023-05-28,India,Telangana,Desktop,52,Female,Google Ads,1
260,2023-06-01,India,Maharashtra,Mobile,29,Female,Facebook Ads,1
261,2023-02-23,India,Odisha,Desktop,57,Male,Facebook Ads,1
262,2023-04-30,India,West Bengal,Mobile,56,Male,Referral,1
263,2023-06-10,India,Odisha,Mobile,41,Male,Facebook Ads,1
264,2023-06-01,India,Odisha,Mobile,26,Male,Facebook Ads,1
265,2023-04-26,India,Odisha,Mobile,29,Male,Google Ads,1
266,2023-03-16,India,Tamil Nadu,Desktop,53,Male,Google Ads,1
267,2023-04-23,India,Rajasthan,Mobile,54,Female,Google Ads,1
268,2023-06-13,India,Telangana,Mobile,26,Female,Facebook Ads,1
269,2023-06-15,India,Odisha,Desktop,56,Male,Facebook Ads,1
270,2023-04-14,India,West Bengal,Mobile,39,Male,Referral,1
271,2023-03-25,India,Rajasthan,Mobile,34,Female,Organic,1
272,2023-04-22,India,Rajasthan,Mobile,50,Female,Facebook Ads,1
273,2023-04-09,India,Odisha,Desktop,41,Male,Organic,1
274,2023-06-02,India,Gujarat,Mobile,32,Male,Organic,1
275,2023-04-03,India,Odisha,Mobile,46,Female,Organic,1
276,2023-05-26,India,Gujarat,Mobile,49,Female,Google Ads,1
277,2023-05-08,India,Odisha,Mobile,50,Female,Google Ads,1
278,2023-04-20,India,West Bengal,Desktop,46,Female,Organic,1
279,2023-03-23,India,Gujarat,Mobile,32,Female,Google Ads,1
280,2023-02-23,India,Tamil Nadu,Mobile,44,Male,Facebook Ads,1
281,2023-06-12,India,Rajasthan,Mobile,51,Female,Google Ads,1
282,2023-06-18,India,Odisha,Desktop,21,Male,Referral,1
283,2023-06-10,India,Rajasthan,Desktop,35,Female,Google Ads,1
284,2023-03-09,India,Odisha,Mobile,38,Male,Google Ads,1
285,2023-02-02,India,Telangana,Mobile,25,Female,Referral,1
286,2023-05-22,India,Telangana,Mobile,23,Male,Referral,1
287,2023-01-21,India,Karnataka,Mobile,37,Female,Google Ads,1
288,2023-02-17,India,Odisha,Mobile,19,Male,Google Ads,1
289,2023-05-28,India,Karnataka,Mobile,39,Female,Organic,1
290,2023-05-08,India,Maharashtra,Mobile,38,Male,Facebook Ads,1
291,2023-05-16,India,Maharashtra,Desktop,23,Male,Organic,1
292,2023-05-15,India,Rajasthan,Mobile,49,Male,Referral,1
293,2023-05-25,India,Gujarat,Desktop,23,Male,Google Ads,1
294,2023-05-08,India,Odisha,Mobile,30,Female,Facebook Ads,1
295,2023-02-02,India,Delhi,Desktop,18,Female,Facebook Ads,1
296,2023-06-25,India,Odisha,Mobile,39,Male,Organic,1
297,2023-04-25,India,Odisha,Mobile,41,Female,Google Ads,1
298,2023-04-29,India,Delhi,Desktop,58,Male,Google Ads,1
299,2023-01-22,India,Maharashtra,Mobile,47,Female,Google Ads,1
300,2023-06-07,India,Karnataka,Mobile,39,Female,Facebook Ads,1
301,2023-02-07,India,Rajasthan,Mobile,29,Male,Google Ads,1
302,2023-04-19,India,Maharashtra,Desktop,43,Female,Google Ads,1
303,2023-02-20,India,Delhi,Mobile,21,Male,Organic,1
304,2023-01-08,India,Odisha,Desktop,36,Female,Facebook Ads,1
305,2023-01-27,India,Maharashtra,Mobile,33,Female,Facebook Ads,1
306,2023-01-27,India,West Bengal,Mobile,29,Female,Referral,1
307,2023-01-21,India,Telangana,Mobile,50,Male,Organic,1
308,2023-01-30,India,Odisha,Mobile,38,Female,Referral,1
309,2023-04-07,India,Uttar Pradesh,Mobile,53,Male,Facebook Ads,1
310,2023-01-28,India,Delhi,Mobile,26,Male,Facebook Ads,1
311,2023-04-21,India,Tamil Nadu,Mobile,56,Female,Organic,1
312,2023-03-02,India,Gujarat,Mobile,59,Male,Referral,1
313,2023-02-17,India,Tamil Nadu,Mobile,25,Female,Referral,1
314,2023-05-27,India,Maharashtra,Desktop,37,Male,Referral,1
315,2023-01-04,India,Odisha,Desktop,27,Female,Facebook Ads,1
316,2023-02-04,India,Gujarat,Desktop,49,Male,Referral,1
317,2023-02-18,India,Gujarat,Mobile,45,Male,Referral,1
318,2023-01-17,India,Rajasthan,Desktop,27,Male,Facebook Ads,1
319,2023-06-21,India,Tamil Nadu,Mobile,25,Male,Google Ads,1
320,2023-06-07,India,Odisha,Mobile,50,Female,Organic,1
321,2023-02-15,India,Rajasthan,Desktop,30,Female,Facebook Ads,1
322,2023-04-27,India,Karnataka,Desktop,52,Male,Organic,1
323,2023-01-06,India,Tamil Nadu,Mobile,46,Male,Referral,1
324,2023-04-09,India,Telangana,Mobile,22,Male,Referral,1
325,2023-05-04,India,Telangana,Mobile,20,Male,Referral,1
326,2023-02-06,India,Rajasthan,Mobile,54,Female,Google Ads,1
327,2023-01-24,India,Karnataka,Desktop,58,Female,Google Ads,1
328,2023-04-03,India,West Bengal,Mobile,23,Female,Organic,1
329,2023-02-15,India,West Bengal,Desktop,59,Male,Google Ads,1
330,2023-04-05,India,Telangana,Mobile,33,Female,Facebook Ads,1
331,2023-04-09,India,Uttar Pradesh,Desktop,52,Female,Organic,1
332,2023-04-26,India,Delhi,Desktop,35,Male,Google Ads,1
333,2023-06-09,India,Delhi,Mobile,28,Female,Facebook Ads,1
334,2023-06-10,India,Uttar Pradesh,Mobile,40,Male,Facebook Ads,1
335,2023-03-08,India,Rajasthan,Desktop,28,Male,Referral,1
336,2023-05-08,India,Delhi,Mobile,46,Male,Facebook Ads,1
337,2023-01-18,India,Delhi,Mobile,59,Male,Google Ads,1
338,2023-01-25,India,Tamil Nadu,Mobile,44,Male,Referral,1
339,2023-02-23,India,Tamil Nadu,Mobile,26,Male,Google Ads,1
340,2023-02-27,India,Uttar Pradesh,Desktop,52,Male,Facebook Ads,1
341,2023-03-08,India,Odisha,Mobile,26,Female,Organic,1
342,2023-04-14,India,Karnataka,Desktop,35,Female,Facebook Ads,1
343,2023-06-23,India,Rajasthan,Mobile,38,Male,Facebook Ads,1
344,2023-01-24,India,Tamil Nadu,Desktop,53,Female,Referral,1
345,2023-04-24,India,Tamil Nadu,Mobile,18,Female,Google Ads,1
346,2023-02-01,India,West Bengal,Mobile,44,Female,Organic,1
347,2023-06-24,India,Karnataka,Mobile,57,Male,Google Ads,1
348,2023-03-27,India,West Bengal,Desktop,55,Female,Facebook Ads,1
349,2023-05-31,India,Odisha,Mobile,46,Male,Organic,1
350,2023-05-07,India,Karnataka,Desktop,57,Male,Facebook Ads,1
351,2023-06-04,India,Delhi,Mobile,36,Male,Google Ads,1
352,2023-05-10,India,West Bengal,Mobile,41,Male,Organic,1
353,2023-01-17,India,Telangana,Desktop,18,Male,Facebook Ads,1
354,2023-04-14,India,Rajasthan,Mobile,53,Male,Organic,1
355,2023-06-10,India,Delhi,Mobile,40,Male,Facebook Ads,1
356,2023-05-17,India,Karnataka,Mobile,30,Female,Google Ads,1
357,2023-02-12,India,Telangana,Mobile,47,Female,Organic,1
358,2023-06-25,India,Odisha,Mobile,54,Male,Google Ads,1
359,2023-02-08,India,Telangana,Mobile,28,Female,Referral,1
360,2023-06-19,India,Tamil Nadu,Mobile,24,Female,Organic,1
361,2023-01-26,India,Uttar Pradesh,Desktop,52,Male,Referral,1
362,2023-04-09,India,Telangana,Desktop,28,Female,Google Ads,1
363,2023-02-19,India,Gujarat,Mobile,57,Male,Referral,1
364,2023-06-02,India,Odisha,Mobile,38,Female,Organic,1
365,2023-06-01,India,Delhi,Mobile,20,Male,Organic,1
366,2023-01-13,India,West Bengal,Desktop,47,Male,Referral,1
367,2023-03-01,India,Maharashtra,Mobile,41,Female,Organic,1
368,2023-05-15,India,Odisha,Mobile,55,Male,Referral,1
369,2023-02-26,India,Gujarat,Desktop,20,Female,Organic,1
370,2023-02-05,India,Tamil Nadu,Mobile,54,Male,Organic,1
371,2023-06-22,India,West Bengal,Desktop,50,Male,Google Ads,1
372,2023-01-20,India,Rajasthan,Mobile,39,Female,Facebook Ads,1
373,2023-03-06,India,Maharashtra,Mobile,48,Female,Organic,1
374,2023-01-08,India,Telangana,Desktop,29,Female,Referral,1
375,2023-05-24,India,Gujarat,Mobile,31,Male,Referral,1
376,2023-05-22,India,Telangana,Desktop,29,Female,Organic,1
377,2023-04-25,India,Rajasthan,Mobile,44,Male,Organic,1
378,2023-05-23,India,Odisha,Desktop,30,Female,Google Ads,1
379,2023-04-02,India,Uttar Pradesh,Mobile,41,Female,Facebook Ads,1
380,2023-04-08,India,Gujarat,Mobile,55,Female,Facebook Ads,1
381,2023-03-07,India,Karnataka,Mobile,26,Female,Facebook Ads,1
382,2023-02-01,India,Delhi,Mobile,25,Female,Organic,1
383,2023-03-27,India,Karnataka,Mobile,54,Male,Referral,1
384,2023-02-20,India,Uttar Pradesh,Mobile,32,Male,Google Ads,1
385,2023-06-02,India,Rajasthan,Mobile,24,Female,Facebook Ads,1
386,2023-03-04,India,Karnataka,Mobile,41,Female,Google Ads,1
387,2023-05-05,India,Tamil Nadu,Mobile,33,Female,Google Ads,1
388,2023-05-30,India,Gujarat,Mobile,41,Male,Google Ads,1
389,2023-02-27,India,Tamil Nadu,Mobile,24,Male,Google Ads,1
390,2023-02-27,India,Maharashtra,Desktop,45,Female,Google Ads,1
391,2023-03-27,India,Uttar Pradesh,Mobile,19,Male,Referral,1
392,2023-02-18,India,Maharashtra,Mobile,51,Male,Google Ads,1
393,2023-06-29,India,Maharashtra,Mobile,55,Female,Referral,1
394,2023-06-19,India,Maharashtra,Desktop,20,Male,Organic,1
395,2023-03-11,India,Odisha,Mobile,18,Male,Google Ads,1
