user_id,signup_date,country,state,device,age,gender,acquisition_channel,total_sessions,avg_session_duration,total_pages_viewed,last_active_date,total_revenue,total_purchases,avg_order_value,first_purchase_date,last_purchase_date,days_since_signup,days_since_last_active,avg_revenue_per_purchase,revenue_per_session,has_purchased,engagement_score_raw,engagement_score,churn
61,2023-06-13,India,Gujarat,Mobile,19,Female,Organic,6.0,34.833333333333336,35.0,2023-06-25,15778.0,3.0,5259.333333333333,2023-05-09,2023-06-07,16,4.0,5259.333333333333,2629.6666666666665,1,14.05,0.7242268041237114,0
62,2023-02-19,India,Delhi,Mobile,50,Female,Facebook Ads,10.0,27.4,66.0,2023-05-19,0.0,0.0,0.0,,,130,41.0,0.0,0.0,0,13.219999999999999,0.6814432989690722,1
63,2023-04-14,India,Rajasthan,Mobile,54,Male,Facebook Ads,0.0,0.0,0.0,,10247.0,2.0,5123.5,2023-03-16,2023-04-16,76,76.0,5123.5,0.0,1,0.4,0.02061855670103093,1
64,2023-05-12,India,Uttar Pradesh,Mobile,42,Female,Referral,7.0,33.714285714285715,19.0,2023-05-28,0.0,0.0,0.0,,,48,32.0,0.0,0.0,0,13.614285714285714,0.7017673048600884,1
65,2023-01-02,India,Telangana,Mobile,42,Male,Organic,2.0,19.0,12.0,2023-02-27,4734.0,1.0,4734.0,2023-05-19,2023-05-19,178,122.0,4734.0,2367.0,1,6.9,0.3556701030927836,1
66,2023-05-14,India,Uttar Pradesh,Desktop,56,Female,Referral,2.0,22.0,26.0,2023-01-24,658.0,1.0,658.0,2023-01-30,2023-01-30,46,156.0,658.0,329.0,1,7.8,0.4020618556701031,1
67,2023-02-23,India,Gujarat,Mobile,47,Female,Google Ads,4.0,23.75,8.0,2023-06-22,13415.0,2.0,6707.5,2023-02-03,2023-04-10,126,7.0,6707.5,3353.75,1,9.525,0.490979381443299,0
68,2023-04-16,India,Tamil Nadu,Mobile,58,Male,Organic,6.0,18.833333333333332,35.0,2023-06-14,9630.0,2.0,4815.0,2023-01-17,2023-01-27,74,15.0,4815.0,1605.0,1,9.049999999999999,0.46649484536082475,0
69,2023-01-04,India,Gujarat,Desktop,21,Female,Facebook Ads,4.0,40.5,31.0,2023-05-23,15346.0,2.0,7673.0,2023-01-14,2023-05-01,176,37.0,7673.0,3836.5,1,14.55,0.7500000000000001,1
70,2023-02-23,India,Karnataka,Desktop,36,Female,Facebook Ads,7.0,42.42857142857143,41.0,2023-06-06,751.0,1.0,751.0,2023-01-04,2023-01-04,126,23.0,751.0,107.28571428571429,1,16.428571428571427,0.8468335787923417,0
71,2023-05-26,India,Telangana,Mobile,44,Male,Facebook Ads,5.0,23.0,41.0,2023-05-17,0.0,0.0,0.0,,,34,43.0,0.0,0.0,0,9.399999999999999,0.48453608247422675,1
72,2023-02-13,India,Telangana,Desktop,56,Female,Referral,8.0,21.25,63.0,2023-06-27,8164.0,1.0,8164.0,2023-02-03,2023-02-03,136,2.0,8164.0,1020.5,1,10.575,0.5451030927835052,0
73,2023-06-11,India,Odisha,Mobile,41,Female,Referral,4.0,29.0,25.0,2023-06-12,0.0,0.0,0.0,,,18,17.0,0.0,0.0,0,10.7,0.5515463917525774,0
74,2023-01-14,India,Tamil Nadu,Mobile,54,Male,Referral,7.0,25.428571428571427,53.0,2023-06-17,3001.0,2.0,1500.5,2023-04-05,2023-06-08,166,12.0,1500.5,428.7142857142857,1,11.528571428571428,0.5942562592047128,0
75,2023-04-05,India,Odisha,Mobile,42,Female,Organic,4.0,33.25,28.0,2023-03-12,0.0,0.0,0.0,,,85,109.0,0.0,0.0,0,11.975,0.6172680412371134,1
76,2023-02-17,India,Rajasthan,Mobile,46,Male,Organic,5.0,33.0,26.0,2023-05-26,0.0,0.0,0.0,,,132,34.0,0.0,0.0,0,12.4,0.6391752577319588,1
77,2023-01-15,India,Maharashtra,Desktop,48,Male,Organic,3.0,30.666666666666668,18.0,2023-06-24,19519.0,3.0,6506.333333333333,2023-01-31,2023-05-10,165,5.0,6506.333333333333,6506.333333333333,1,11.299999999999999,0.5824742268041238,0
78,2023-02-09,India,Maharashtra,Desktop,52,Male,Organic,3.0,32.0,11.0,2023-05-25,14992.0,3.0,4997.333333333333,2023-04-25,2023-06-02,140,35.0,4997.333333333333,4997.333333333333,1,11.7,0.6030927835051546,1
79,2023-03-23,India,Uttar Pradesh,Desktop,45,Male,Google Ads,5.0,21.8,38.0,2023-05-20,0.0,0.0,0.0,,,98,40.0,0.0,0.0,0,9.04,0.465979381443299,1
80,2023-04-21,India,Maharashtra,Desktop,55,Male,Facebook Ads,11.0,23.272727272727273,83.0,2023-06-03,5333.0,2.0,2666.5,2023-04-05,2023-05-07,69,26.0,2666.5,484.8181818181818,1,12.881818181818181,0.6640112464854733,0
81,2023-02-22,India,Telangana,Mobile,21,Male,Referral,5.0,30.8,45.0,2023-06-25,3752.0,1.0,3752.0,2023-02-19,2023-02-19,127,4.0,3752.0,750.4,1,11.94,0.6154639175257732,0
82,2023-01-24,India,Gujarat,Mobile,45,Male,Referral,4.0,31.5,25.0,2023-05-16,0.0,0.0,0.0,,,156,44.0,0.0,0.0,0,11.45,0.5902061855670103,1
83,2023-06-03,India,Tamil Nadu,Desktop,48,Male,Google Ads,5.0,40.8,45.0,2023-06-06,5261.0,1.0,5261.0,2023-05-28,2023-05-28,26,23.0,5261.0,1052.2,1,14.939999999999998,0.7701030927835051,0
84,2023-05-04,India,Uttar Pradesh,Desktop,40,Male,Facebook Ads,8.0,32.75,69.0,2023-06-27,0.0,0.0,0.0,,,56,2.0,0.0,0.0,0,13.825,0.7126288659793815,0
85,2023-02-10,India,Uttar Pradesh,Desktop,31,Male,Facebook Ads,7.0,20.428571428571427,46.0,2023-04-25,5840.0,2.0,2920.0,2023-03-28,2023-04-15,139,65.0,2920.0,834.2857142857143,1,10.028571428571428,0.5169366715758469,1
86,2023-06-06,India,Tamil Nadu,Desktop,45,Male,Google Ads,7.0,21.285714285714285,55.0,2023-05-22,0.0,0.0,0.0,,,23,38.0,0.0,0.0,0,9.885714285714286,0.5095729013254787,1
87,2023-01-15,India,Telangana,Mobile,31,Male,Organic,8.0,25.5,41.0,2023-06-22,0.0,0.0,0.0,,,165,7.0,0.0,0.0,0,11.649999999999999,0.6005154639175257,0
88,2023-02-14,India,Rajasthan,Desktop,18,Male,Facebook Ads,3.0,33.0,27.0,2023-06-22,0.0,0.0,0.0,,,135,7.0,0.0,0.0,0,11.4,0.5876288659793815,0
89,2023-03-06,India,Rajasthan,Desktop,49,Female,Organic,5.0,22.6,48.0,2023-03-07,4449.0,1.0,4449.0,2023-06-17,2023-06-17,115,114.0,4449.0,889.8,1,9.48,0.48865979381443303,1
90,2023-03-30,India,Uttar Pradesh,Desktop,58,Male,Google Ads,4.0,25.75,51.0,2023-06-29,0.0,0.0,0.0,,,91,0.0,0.0,0.0,0,9.725,0.5012886597938144,0
91,2023-03-12,India,Rajasthan,Mobile,35,Male,Referral,11.0,31.545454545454547,85.0,2023-06-14,22385.0,3.0,7461.666666666667,2023-01-27,2023-06-08,109,15.0,7461.666666666667,2035.0,1,15.563636363636363,0.802249297094658,0
92,2023-01-09,India,Telangana,Mobile,22,Male,Referral,4.0,30.25,30.0,2023-04-19,6070.0,1.0,6070.0,2023-02-24,2023-02-24,171,71.0,6070.0,1517.5,1,11.274999999999999,0.5811855670103092,1
93,2023-03-29,India,Karnataka,Mobile,59,Female,Referral,1.0,59.0,14.0,2023-03-06,8732.0,2.0,4366.0,2023-04-16,2023-06-26,92,115.0,4366.0,8732.0,1,18.599999999999998,0.9587628865979381,1
94,2023-05-09,India,Karnataka,Mobile,32,Male,Referral,6.0,29.333333333333332,22.0,2023-06-22,16887.0,3.0,5629.0,2023-01-30,2023-06-27,51,7.0,5629.0,2814.5,1,12.399999999999999,0.6391752577319587,0
95,2023-05-16,India,Odisha,Mobile,59,Female,Facebook Ads,4.0,25.0,18.0,2023-04-06,0.0,0.0,0.0,,,44,84.0,0.0,0.0,0,9.5,0.4896907216494846,1
96,2023-03-04,India,West Bengal,Mobile,33,Male,Organic,8.0,31.0,65.0,2023-06-29,0.0,0.0,0.0,,,117,0.0,0.0,0.0,0,13.299999999999999,0.6855670103092784,0
97,2023-05-19,India,Delhi,Mobile,53,Female,Referral,4.0,43.5,13.0,2023-05-23,8057.0,1.0,8057.0,2023-06-18,2023-06-18,41,37.0,8057.0,2014.25,1,15.249999999999998,0.7860824742268041,1
98,2023-03-22,India,Maharashtra,Mobile,53,Female,Referral,6.0,28.0,29.0,2023-06-21,9356.0,2.0,4678.0,2023-01-30,2023-02-17,99,8.0,4678.0,1559.3333333333333,1,11.8,0.6082474226804124,0
99,2023-05-16,India,Rajasthan,Mobile,57,Female,Referral,6.0,22.166666666666668,40.0,2023-06-07,7759.0,1.0,7759.0,2023-02-05,2023-02-05,44,22.0,7759.0,1293.1666666666667,1,9.85,0.5077319587628866,0
100,2023-06-12,India,Karnataka,Mobile,47,Female,Google Ads,6.0,19.5,53.0,2023-05-28,4318.0,1.0,4318.0,2023-04-01,2023-04-01,17,32.0,4318.0,719.6666666666666,1,9.049999999999999,0.46649484536082475,1
101,2023-06-12,India,Gujarat,Mobile,55,Female,Facebook Ads,7.0,31.285714285714285,71.0,2023-06-25,5161.0,1.0,5161.0,2023-02-16,2023-02-16,17,4.0,5161.0,737.2857142857143,1,13.085714285714284,0.674521354933726,0
102,2023-02-02,India,Tamil Nadu,Mobile,40,Male,Google Ads,4.0,35.75,16.0,2023-05-28,9178.0,2.0,4589.0,2023-05-16,2023-06-20,147,32.0,4589.0,2294.5,1,13.125,0.6765463917525774,1
103,2023-05-03,India,West Bengal,Mobile,28,Male,Organic,3.0,36.666666666666664,12.0,2023-05-26,5246.0,1.0,5246.0,2023-05-12,2023-05-12,57,34.0,5246.0,1748.6666666666667,1,12.699999999999998,0.6546391752577319,1
104,2023-01-05,India,Odisha,Mobile,42,Male,Referral,8.0,31.75,64.0,2023-06-10,0.0,0.0,0.0,,,175,19.0,0.0,0.0,0,13.525,0.6971649484536083,0
105,2023-02-10,India,Delhi,Mobile,19,Female,Facebook Ads,8.0,35.375,47.0,2023-06-06,10126.0,4.0,2531.5,2023-01-21,2023-06-06,139,23.0,2531.5,1265.75,1,15.4125,0.794458762886598,0
106,2023-01-28,India,Karnataka,Mobile,52,Female,Facebook Ads,3.0,42.333333333333336,33.0,2023-06-17,11426.0,2.0,5713.0,2023-03-30,2023-06-23,152,12.0,5713.0,3808.6666666666665,1,14.600000000000001,0.752577319587629,0
107,2023-05-15,India,Odisha,Desktop,41,Female,Facebook Ads,9.0,30.333333333333332,76.0,2023-05-23,226.0,1.0,226.0,2023-05-16,2023-05-16,45,37.0,226.0,25.11111111111111,1,13.799999999999999,0.711340206185567,1
108,2023-03-13,India,West Bengal,Mobile,30,Female,Google Ads,7.0,32.857142857142854,61.0,2023-05-04,5339.0,1.0,5339.0,2023-02-17,2023-02-17,108,56.0,5339.0,762.7142857142857,1,13.557142857142855,0.698821796759941,1
109,2023-01-12,India,Tamil Nadu,Mobile,59,Male,Google Ads,12.0,29.0,78.0,2023-06-02,0.0,0.0,0.0,,,168,27.0,0.0,0.0,0,14.7,0.7577319587628866,0
110,2023-06-11,India,Maharashtra,Desktop,54,Female,Google Ads,10.0,32.7,87.0,2023-06-28,17295.0,2.0,8647.5,2023-01-17,2023-05-03,18,1.0,8647.5,1729.5,1,15.21,0.7840206185567011,0
111,2023-02-02,India,Karnataka,Mobile,47,Male,Google Ads,3.0,40.666666666666664,15.0,2023-05-03,0.0,0.0,0.0,,,147,57.0,0.0,0.0,0,13.7,0.7061855670103093,1
112,2023-02-17,India,Tamil Nadu,Desktop,28,Female,Organic,6.0,21.333333333333332,49.0,2023-06-09,0.0,0.0,0.0,,,132,20.0,0.0,0.0,0,9.399999999999999,0.48453608247422675,0
113,2023-05-31,India,Delhi,Desktop,40,Female,Referral,7.0,38.857142857142854,49.0,2023-06-22,0.0,0.0,0.0,,,29,7.0,0.0,0.0,0,15.157142857142857,0.7812960235640648,0
114,2023-03-03,India,Rajasthan,Mobile,45,Female,Referral,5.0,33.8,55.0,2023-05-24,11726.0,3.0,3908.6666666666665,2023-01-04,2023-05-19,118,36.0,3908.6666666666665,2345.2,1,13.239999999999998,0.6824742268041237,1
115,2023-02-06,India,West Bengal,Mobile,46,Female,Google Ads,4.0,14.0,26.0,2023-06-07,4552.0,1.0,4552.0,2023-04-09,2023-04-09,143,22.0,4552.0,1138.0,1,6.4,0.3298969072164949,0
116,2023-04-09,India,Delhi,Mobile,32,Female,Google Ads,3.0,50.333333333333336,29.0,2023-06-06,3734.0,1.0,3734.0,2023-06-24,2023-06-24,81,23.0,3734.0,1244.6666666666667,1,16.8,0.8659793814432991,0
117,2023-06-21,India,Maharashtra,Mobile,20,Male,Google Ads,4.0,38.75,32.0,2023-06-03,0.0,0.0,0.0,,,8,26.0,0.0,0.0,0,13.625,0.702319587628866,0
118,2023-04-14,India,Tamil Nadu,Mobile,26,Female,Organic,4.0,20.75,30.0,2023-04-22,11128.0,2.0,5564.0,2023-02-13,2023-04-28,76,68.0,5564.0,2782.0,1,8.625,0.4445876288659794,1
119,2023-02-04,India,Telangana,Mobile,25,Male,Organic,4.0,31.5,22.0,2023-06-29,4390.0,2.0,2195.0,2023-02-03,2023-04-25,145,0.0,2195.0,1097.5,1,11.85,0.6108247422680413,0
120,2023-04-11,India,Maharashtra,Desktop,50,Male,Facebook Ads,4.0,25.5,47.0,2023-05-30,0.0,0.0,0.0,,,79,30.0,0.0,0.0,0,9.649999999999999,0.4974226804123711,0
