user_id,signup_date,country,state,device,age,gender,acquisition_channel,is_registered,total_sessions,avg_session_duration,total_pages_viewed,last_active_date,total_revenue,total_purchases,avg_order_value,first_purchase_date,last_purchase_date,days_since_signup,days_since_last_active,avg_revenue_per_purchase,revenue_per_session,has_purchased,engagement_score_raw,engagement_score,churn_eligible,churn,rfm_recency,rfm_frequency,rfm_monetary,R,F,M,RFM_Total,RFM_Segment,cluster,cluster_label,churn_proba,risk_tier
11,2023-03-29,India,Uttar Pradesh,Mobile,25,Male,Referral,1,8,27.75,69,2023-06-25,0.0,0,0.0,,,92,4.0,0.0,0.0,0,12.325,0.6140172101449275,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.041797639497518926,Low Risk
12,2023-04-27,India,Delhi,Desktop,31,Female,Referral,1,7,22.571428571428573,58,2023-06-24,0.0,0,0.0,,,63,5.0,0.0,0.0,0,10.271428571428572,0.5117106625258799,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.03102644836563099,Low Risk
13,2023-04-10,India,West Bengal,Mobile,55,Female,Facebook Ads,1,4,25.5,39,2023-06-28,0.0,0,0.0,,,80,1.0,0.0,0.0,0,9.649999999999999,0.4807518115942028,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.11229167723980549,Low Risk
14,2023-04-14,India,Telangana,Mobile,49,Female,Google Ads,1,7,43.857142857142854,64,2023-06-26,0.0,0,0.0,,,76,3.0,0.0,0.0,0,16.65714285714286,0.8298395445134576,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.04479723300131218,Low Risk
15,2023-06-01,India,Odisha,Mobile,49,Female,Google Ads,1,5,29.8,31,2023-06-29,10437.0,5,2087.4,2023-06-01,2023-06-27,28,0.0,2087.4,2087.4,1,12.44,0.6197463768115942,0,0,3.0,5.0,10437.0,5,5,4,14.0,Champions,0.0,Engaged Regulars,,Not Observable
16,2023-05-11,India,Delhi,Mobile,20,Female,Referral,1,3,33.333333333333336,26,2023-06-13,3937.0,1,3937.0,2023-06-05,2023-06-05,49,16.0,3937.0,1312.3333333333333,1,11.7,0.5828804347826086,1,0,25.0,1.0,3937.0,2,1,1,4.0,Lost,1.0,Casual Buyers,0.04329167316902747,Low Risk
17,2023-05-30,India,Odisha,Mobile,37,Female,Organic,1,2,35.0,23,2023-06-20,5246.0,2,2623.0,2023-06-02,2023-06-12,30,9.0,2623.0,2623.0,1,11.9,0.5928442028985508,1,0,18.0,2.0,5246.0,3,1,2,6.0,Lost,1.0,Casual Buyers,0.049608358520766116,Low Risk
18,2023-02-22,India,Odisha,Mobile,30,Male,Referral,1,3,45.666666666666664,15,2023-06-28,12754.0,4,3188.5,2023-05-01,2023-06-08,127,1.0,3188.5,4251.333333333333,1,16.0,0.7971014492753623,1,0,22.0,4.0,12754.0,2,4,5,11.0,Cannot Lose Them,0.0,Engaged Regulars,0.4396060987592286,Medium Risk
19,2023-01-02,India,Telangana,Mobile,40,Female,Google Ads,1,4,21.25,21,2023-06-14,0.0,0,0.0,,,178,15.0,0.0,0.0,0,8.375,0.41723278985507245,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.4197122539367256,Medium Risk
20,2023-03-29,India,Odisha,Mobile,36,Female,Organic,1,5,14.8,31,2023-06-26,4038.0,2,2019.0,2023-04-19,2023-05-15,92,3.0,2019.0,807.6,1,7.340000000000001,0.3656702898550725,1,0,46.0,2.0,4038.0,1,1,1,3.0,Lost,1.0,Casual Buyers,0.09396636820668741,Low Risk
21,2023-06-07,India,Uttar Pradesh,Mobile,33,Male,Google Ads,1,4,15.25,34,2023-06-23,9798.0,5,1959.6,2023-06-11,2023-06-25,22,6.0,1959.6,2449.5,1,7.575,0.3773777173913043,0,0,5.0,5.0,9798.0,4,5,4,13.0,Champions,0.0,Engaged Regulars,,Not Observable
22,2023-02-07,India,Uttar Pradesh,Mobile,53,Female,Referral,1,7,37.57142857142857,63,2023-05-26,8899.0,3,2966.3333333333335,2023-03-09,2023-06-11,142,34.0,2966.3333333333335,1271.2857142857142,1,15.37142857142857,0.7657867494824016,1,1,19.0,3.0,8899.0,3,2,4,9.0,Potential Loyalists,0.0,Engaged Regulars,0.17745015963252406,Low Risk
23,2023-05-10,India,Delhi,Mobile,52,Female,Google Ads,1,5,27.6,25,2023-06-25,18206.0,6,3034.3333333333335,2023-05-13,2023-06-26,50,4.0,3034.3333333333335,3641.2,1,11.98,0.5968297101449276,1,0,4.0,6.0,18206.0,4,5,5,14.0,Champions,3.0,VIP / Champions,0.0326995682506906,Low Risk
24,2023-01-21,India,Maharashtra,Desktop,24,Male,Referral,1,5,23.0,44,2023-06-07,0.0,0,0.0,,,159,22.0,0.0,0.0,0,9.399999999999999,0.4682971014492753,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.2927491297301487,Low Risk
25,2023-06-10,India,Karnataka,Mobile,54,Female,Facebook Ads,1,7,20.428571428571427,29,2023-06-18,3925.0,3,1308.3333333333333,2023-06-11,2023-06-15,19,11.0,1308.3333333333333,560.7142857142857,1,10.228571428571428,0.509575569358178,0,0,15.0,3.0,3925.0,3,2,1,6.0,Lost,1.0,Casual Buyers,,Not Observable
26,2023-02-27,India,Gujarat,Mobile,25,Male,Organic,1,4,34.0,27,2023-06-25,149.0,1,149.0,2023-04-26,2023-04-26,122,4.0,149.0,37.25,1,12.399999999999999,0.6177536231884058,1,0,65.0,1.0,149.0,1,1,1,3.0,Lost,2.0,Dormant / At-Risk,0.28625178700912574,Low Risk
27,2023-01-22,India,Gujarat,Mobile,42,Male,Google Ads,1,5,22.6,44,2023-06-29,6600.0,3,2200.0,2023-02-06,2023-06-02,158,0.0,2200.0,1320.0,1,9.88,0.4922101449275363,1,0,28.0,3.0,6600.0,2,2,3,7.0,Needs Attention,0.0,Engaged Regulars,0.27047916774266434,Low Risk
28,2023-03-30,India,Tamil Nadu,Mobile,40,Male,Facebook Ads,1,3,41.333333333333336,24,2023-06-10,0.0,0,0.0,,,91,19.0,0.0,0.0,0,13.9,0.6924818840579711,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.21124527499677886,Low Risk
29,2023-02-18,India,Telangana,Mobile,27,Female,Google Ads,1,6,25.666666666666668,43,2023-05-24,0.0,0,0.0,,,131,36.0,0.0,0.0,0,10.7,0.5330615942028986,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.19840673852135357,Low Risk
30,2023-02-28,India,Rajasthan,Mobile,47,Male,Organic,1,5,23.0,36,2023-05-23,7427.0,4,1856.75,2023-04-21,2023-05-24,121,37.0,1856.75,1485.4,1,10.2,0.5081521739130435,1,1,37.0,4.0,7427.0,2,4,3,9.0,Cannot Lose Them,0.0,Engaged Regulars,0.1972447339742894,Low Risk
31,2023-06-19,India,Rajasthan,Mobile,50,Female,Facebook Ads,1,3,38.0,29,2023-06-28,7015.0,2,3507.5,2023-06-23,2023-06-24,10,1.0,3507.5,2338.3333333333335,1,13.3,0.6625905797101449,0,0,6.0,2.0,7015.0,4,1,3,8.0,Recent Customers,1.0,Casual Buyers,,Not Observable
32,2023-01-15,India,Delhi,Mobile,28,Male,Facebook Ads,1,5,38.6,26,2023-06-11,13503.0,6,2250.5,2023-01-18,2023-05-21,165,18.0,2250.5,2700.6,1,15.280000000000001,0.761231884057971,1,0,40.0,6.0,13503.0,2,5,5,12.0,Cannot Lose Them,3.0,VIP / Champions,0.25411844866853217,Low Risk
33,2023-06-24,India,Odisha,Mobile,52,Female,Google Ads,1,7,33.714285714285715,59,2023-06-29,9518.0,2,4759.0,2023-06-26,2023-06-29,5,0.0,4759.0,1359.7142857142858,1,14.014285714285714,0.6981754658385093,0,0,1.0,2.0,9518.0,5,1,4,10.0,Potential Loyalists,0.0,Engaged Regulars,,Not Observable
34,2023-02-20,India,Odisha,Mobile,44,Male,Google Ads,1,5,42.8,63,2023-05-22,13222.0,4,3305.5,2023-02-24,2023-06-27,129,38.0,3305.5,2644.4,1,16.139999999999997,0.8040760869565216,1,1,3.0,4.0,13222.0,5,4,5,14.0,Champions,0.0,Engaged Regulars,0.2634611217917401,Low Risk
35,2023-04-18,India,Telangana,Mobile,20,Female,Google Ads,1,4,26.5,34,2023-06-28,7582.0,3,2527.3333333333335,2023-06-06,2023-06-15,72,1.0,2527.3333333333335,1895.5,1,10.549999999999999,0.525588768115942,1,0,15.0,3.0,7582.0,3,2,3,8.0,Needs Attention,0.0,Engaged Regulars,0.06425536846488608,Low Risk
36,2023-02-24,India,West Bengal,Mobile,25,Female,Google Ads,1,3,35.0,25,2023-05-06,1859.0,4,464.75,2023-04-24,2023-06-17,125,54.0,464.75,619.6666666666666,1,12.8,0.6376811594202899,1,1,13.0,4.0,1859.0,3,4,1,8.0,Needs Attention,1.0,Casual Buyers,0.4399781439619436,Medium Risk
37,2023-03-05,India,Maharashtra,Mobile,30,Female,Facebook Ads,1,5,25.4,35,2023-06-04,0.0,0,0.0,,,116,25.0,0.0,0.0,0,10.12,0.5041666666666667,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.19495233911606405,Low Risk
38,2023-05-11,India,Tamil Nadu,Mobile,59,Female,Facebook Ads,1,2,27.5,17,2023-06-27,0.0,0,0.0,,,49,2.0,0.0,0.0,0,9.25,0.46082427536231885,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.06503997892972439,Low Risk
39,2023-02-20,India,Uttar Pradesh,Mobile,20,Female,Referral,1,4,40.0,23,2023-06-16,3609.0,1,3609.0,2023-04-09,2023-04-09,129,13.0,3609.0,902.25,1,14.2,0.707427536231884,1,0,82.0,1.0,3609.0,1,1,1,3.0,Lost,2.0,Dormant / At-Risk,0.3776482743509239,Medium Risk
40,2023-05-15,India,Odisha,Mobile,37,Female,Facebook Ads,1,6,26.5,68,2023-06-29,12761.0,4,3190.25,2023-05-24,2023-06-25,45,0.0,3190.25,2126.8333333333335,1,11.75,0.5853713768115942,1,0,5.0,4.0,12761.0,4,4,5,13.0,Champions,0.0,Engaged Regulars,0.017984570689130026,Low Risk
41,2023-01-21,India,Tamil Nadu,Mobile,52,Female,Organic,1,10,26.3,66,2023-05-23,0.0,0,0.0,,,159,37.0,0.0,0.0,0,12.89,0.6421648550724638,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.11273187915433303,Low Risk
42,2023-03-14,India,Gujarat,Desktop,30,Female,Google Ads,1,5,31.2,36,2023-06-02,8993.0,4,2248.25,2023-04-25,2023-05-24,107,27.0,2248.25,1798.6,1,12.66,0.6307065217391304,1,0,37.0,4.0,8993.0,2,4,4,10.0,Cannot Lose Them,0.0,Engaged Regulars,0.148601594543089,Low Risk
43,2023-06-16,India,West Bengal,Desktop,37,Female,Referral,1,2,40.0,19,2023-06-25,0.0,0,0.0,,,13,4.0,0.0,0.0,0,13.0,0.6476449275362319,0,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,,Not Observable
44,2023-01-18,India,Uttar Pradesh,Mobile,41,Male,Facebook Ads,1,6,28.5,58,2023-05-29,9563.0,3,3187.6666666666665,2023-02-06,2023-06-17,162,31.0,3187.6666666666665,1593.8333333333333,1,12.149999999999999,0.6052989130434782,1,1,13.0,3.0,9563.0,3,2,4,9.0,Potential Loyalists,0.0,Engaged Regulars,0.22203454979641313,Low Risk
45,2023-05-12,India,Telangana,Mobile,26,Male,Referral,1,3,29.666666666666668,27,2023-06-09,7186.0,2,3593.0,2023-06-26,2023-06-28,48,20.0,3593.0,2395.3333333333335,1,10.8,0.5380434782608696,1,0,2.0,2.0,7186.0,5,1,3,9.0,Potential Loyalists,1.0,Casual Buyers,0.03675872120056424,Low Risk
46,2023-03-30,India,Tamil Nadu,Mobile,47,Male,Google Ads,1,5,27.0,43,2023-06-20,0.0,0,0.0,,,91,9.0,0.0,0.0,0,10.6,0.5280797101449275,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.1018730208274799,Low Risk
47,2023-03-01,India,Delhi,Mobile,42,Male,Facebook Ads,1,6,21.333333333333332,57,2023-06-15,6325.0,3,2108.3333333333335,2023-04-06,2023-05-19,120,14.0,2108.3333333333335,1054.1666666666667,1,9.999999999999998,0.49818840579710133,1,0,42.0,3.0,6325.0,1,2,2,5.0,Lost,0.0,Engaged Regulars,0.12617340794639914,Low Risk
48,2023-01-14,India,Uttar Pradesh,Desktop,33,Male,Google Ads,1,6,37.333333333333336,46,2023-05-09,0.0,0,0.0,,,166,51.0,0.0,0.0,0,14.200000000000001,0.7074275362318841,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.2647838856857066,Low Risk
49,2023-01-09,India,Telangana,Desktop,25,Female,Google Ads,1,2,24.0,19,2023-02-17,15079.0,6,2513.1666666666665,2023-03-16,2023-05-28,171,132.0,2513.1666666666665,7539.5,1,9.399999999999999,0.4682971014492753,1,1,33.0,6.0,15079.0,2,5,5,12.0,Cannot Lose Them,3.0,VIP / Champions,0.5949241491372227,High Risk
50,2023-03-31,India,Rajasthan,Desktop,45,Male,Google Ads,1,4,39.5,33,2023-06-05,7308.0,3,2436.0,2023-05-13,2023-06-20,90,24.0,2436.0,1827.0,1,14.45,0.7198822463768115,1,0,10.0,3.0,7308.0,3,2,3,8.0,Needs Attention,0.0,Engaged Regulars,0.13674744226660737,Low Risk
51,2023-02-22,India,Telangana,Mobile,29,Male,Google Ads,1,4,35.25,42,2023-04-30,0.0,0,0.0,,,127,60.0,0.0,0.0,0,12.575,0.626471920289855,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.375339207662506,Medium Risk
52,2023-05-10,India,Telangana,Mobile,41,Male,Referral,1,3,29.333333333333332,29,2023-06-29,4136.0,2,2068.0,2023-06-10,2023-06-19,50,0.0,2068.0,1378.6666666666667,1,10.7,0.5330615942028986,1,0,11.0,2.0,4136.0,3,1,2,6.0,Lost,1.0,Casual Buyers,0.045309547243171065,Low Risk
53,2023-03-25,India,Uttar Pradesh,Desktop,46,Male,Google Ads,1,3,36.333333333333336,19,2023-06-10,2264.0,2,1132.0,2023-04-27,2023-05-08,96,19.0,1132.0,754.6666666666666,1,12.8,0.6376811594202899,1,0,53.0,2.0,2264.0,1,1,1,3.0,Lost,2.0,Dormant / At-Risk,0.30170961152924997,Medium Risk
54,2023-04-02,India,West Bengal,Mobile,32,Female,Google Ads,1,3,28.333333333333332,20,2023-05-24,0.0,0,0.0,,,88,36.0,0.0,0.0,0,10.0,0.49818840579710144,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.2496521662017483,Low Risk
55,2023-04-21,India,Uttar Pradesh,Desktop,35,Female,Referral,1,2,26.5,9,2023-05-21,0.0,0,0.0,,,69,39.0,0.0,0.0,0,8.95,0.44587862318840576,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.1626029630289803,Low Risk
56,2023-06-21,India,Karnataka,Mobile,24,Male,Referral,1,5,13.2,35,2023-06-29,0.0,0,0.0,,,8,0.0,0.0,0.0,0,6.459999999999999,0.3218297101449275,0,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,,Not Observable
57,2023-01-08,India,Maharashtra,Mobile,30,Male,Facebook Ads,1,3,31.666666666666668,25,2023-06-10,18548.0,5,3709.6,2023-02-17,2023-06-24,172,19.0,3709.6,6182.666666666667,1,12.0,0.5978260869565217,1,0,6.0,5.0,18548.0,4,5,5,14.0,Champions,3.0,VIP / Champions,0.49968399228799093,Medium Risk
58,2023-06-24,India,West Bengal,Mobile,36,Male,Organic,1,3,16.0,9,2023-06-29,6512.0,3,2170.6666666666665,2023-06-27,2023-06-29,5,0.0,2170.6666666666665,2170.6666666666665,1,6.9,0.34375,0,0,1.0,3.0,6512.0,5,2,3,10.0,Potential Loyalists,0.0,Engaged Regulars,,Not Observable
59,2023-02-04,India,Delhi,Mobile,22,Male,Google Ads,1,4,31.5,22,2023-06-05,0.0,0,0.0,,,145,24.0,0.0,0.0,0,11.45,0.5704257246376812,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.4307217462498019,Medium Risk
60,2023-03-22,India,West Bengal,Mobile,43,Female,Facebook Ads,1,3,40.0,21,2023-06-18,1946.0,2,973.0,2023-05-10,2023-06-18,99,11.0,973.0,648.6666666666666,1,13.9,0.6924818840579711,1,0,12.0,2.0,1946.0,3,1,1,5.0,Lost,1.0,Casual Buyers,0.3182491526179486,Medium Risk
61,2023-06-13,India,Gujarat,Mobile,19,Female,Google Ads,1,7,28.142857142857142,59,2023-06-29,3942.0,2,1971.0,2023-06-20,2023-06-26,16,0.0,1971.0,563.1428571428571,1,12.342857142857143,0.6149068322981367,0,0,4.0,2.0,3942.0,4,1,1,6.0,Recent Customers,1.0,Casual Buyers,,Not Observable
62,2023-02-19,India,Delhi,Mobile,50,Female,Facebook Ads,1,11,27.727272727272727,80,2023-06-23,0.0,0,0.0,,,130,6.0,0.0,0.0,0,13.818181818181818,0.6884057971014492,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.0749482811011033,Low Risk
63,2023-04-14,India,Rajasthan,Mobile,54,Male,Google Ads,1,5,26.2,23,2023-06-04,9052.0,2,4526.0,2023-05-12,2023-05-28,76,25.0,4526.0,1810.4,1,10.76,0.5360507246376811,1,0,33.0,2.0,9052.0,2,1,4,7.0,Needs Attention,1.0,Casual Buyers,0.05326772915661104,Low Risk
64,2023-05-12,India,Uttar Pradesh,Mobile,42,Female,Facebook Ads,1,7,29.714285714285715,43,2023-06-24,0.0,0,0.0,,,48,5.0,0.0,0.0,0,12.414285714285715,0.6184653209109731,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.021042371092222418,Low Risk
65,2023-01-02,India,Telangana,Mobile,42,Male,Google Ads,1,5,31.2,43,2023-05-16,0.0,0,0.0,,,178,44.0,0.0,0.0,0,11.86,0.5908514492753623,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.3165111200881242,Medium Risk
66,2023-05-14,India,Uttar Pradesh,Desktop,56,Female,Organic,1,5,33.8,43,2023-06-29,23908.0,6,3984.6666666666665,2023-05-14,2023-06-27,46,0.0,3984.6666666666665,4781.6,1,13.84,0.6894927536231884,1,0,3.0,6.0,23908.0,5,5,5,15.0,Champions,3.0,VIP / Champions,0.03510165057446603,Low Risk
67,2023-02-23,India,Gujarat,Mobile,47,Female,Organic,1,4,20.75,31,2023-06-28,0.0,0,0.0,,,126,1.0,0.0,0.0,0,8.225,0.4097599637681159,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.349167936154613,Medium Risk
68,2023-04-16,India,Tamil Nadu,Mobile,58,Male,Organic,1,7,30.428571428571427,35,2023-06-24,0.0,0,0.0,,,74,5.0,0.0,0.0,0,12.628571428571428,0.6291407867494824,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.05218052019297226,Low Risk
69,2023-01-04,India,Gujarat,Desktop,21,Female,Organic,1,7,37.857142857142854,50,2023-06-24,0.0,0,0.0,,,176,5.0,0.0,0.0,0,14.857142857142856,0.7401656314699793,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.22843758739072492,Low Risk
70,2023-02-23,India,Karnataka,Desktop,36,Female,Referral,1,8,23.5,63,2023-06-12,6524.0,2,3262.0,2023-02-25,2023-05-15,126,17.0,3262.0,815.5,1,11.450000000000001,0.5704257246376812,1,0,46.0,2.0,6524.0,1,1,3,5.0,Lost,1.0,Casual Buyers,0.0921042183644651,Low Risk
71,2023-05-26,India,Telangana,Mobile,44,Male,Referral,1,4,29.75,21,2023-06-16,0.0,0,0.0,,,34,13.0,0.0,0.0,0,10.924999999999999,0.5442708333333333,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.026078706993428746,Low Risk
72,2023-02-13,India,Telangana,Desktop,56,Female,Referral,1,7,22.142857142857142,40,2023-06-23,5145.0,3,1715.0,2023-04-22,2023-06-04,136,6.0,1715.0,735.0,1,10.742857142857142,0.5351966873706003,1,0,26.0,3.0,5145.0,2,2,2,6.0,Lost,1.0,Casual Buyers,0.22071976462487827,Low Risk
73,2023-06-11,India,Odisha,Mobile,41,Female,Facebook Ads,1,6,38.166666666666664,53,2023-06-26,2515.0,3,838.3333333333334,2023-06-12,2023-06-26,18,3.0,838.3333333333334,419.1666666666667,1,15.049999999999999,0.7497735507246376,0,0,4.0,3.0,2515.0,4,2,1,7.0,Recent Customers,1.0,Casual Buyers,,Not Observable
74,2023-01-14,India,Tamil Nadu,Mobile,54,Male,Facebook Ads,1,7,27.0,49,2023-06-04,0.0,0,0.0,,,166,25.0,0.0,0.0,0,11.6,0.5778985507246377,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.22312084363521167,Low Risk
75,2023-04-05,India,Odisha,Mobile,42,Female,Google Ads,1,6,40.333333333333336,39,2023-05-30,8847.0,4,2211.75,2023-04-08,2023-06-27,85,30.0,2211.75,1474.5,1,15.9,0.7921195652173914,1,0,3.0,4.0,8847.0,5,4,4,13.0,Champions,0.0,Engaged Regulars,0.06667631433804704,Low Risk
76,2023-02-17,India,Rajasthan,Mobile,46,Male,Google Ads,1,6,29.5,41,2023-06-11,0.0,0,0.0,,,132,18.0,0.0,0.0,0,11.85,0.5903532608695652,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.2131598778822321,Low Risk
77,2023-01-15,India,Maharashtra,Desktop,48,Male,Facebook Ads,1,6,35.166666666666664,62,2023-06-03,0.0,0,0.0,,,165,26.0,0.0,0.0,0,13.549999999999999,0.6750452898550724,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.2577008335623616,Low Risk
78,2023-02-09,India,Maharashtra,Desktop,52,Male,Google Ads,1,4,35.5,34,2023-05-07,0.0,0,0.0,,,140,53.0,0.0,0.0,0,12.65,0.6302083333333334,1,1,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.3985436997286136,Medium Risk
79,2023-03-23,India,Uttar Pradesh,Desktop,45,Male,Referral,1,5,20.8,25,2023-06-21,7745.0,3,2581.6666666666665,2023-03-31,2023-04-28,98,8.0,2581.6666666666665,1549.0,1,9.34,0.4653079710144927,1,0,63.0,3.0,7745.0,1,2,3,6.0,Lost,2.0,Dormant / At-Risk,0.11529083661713212,Low Risk
80,2023-04-21,India,Maharashtra,Desktop,55,Male,Google Ads,1,7,38.42857142857143,29,2023-06-23,21387.0,8,2673.375,2023-05-09,2023-06-28,69,6.0,2673.375,3055.285714285714,1,16.62857142857143,0.8284161490683231,1,0,2.0,8.0,21387.0,5,5,5,15.0,Champions,3.0,VIP / Champions,0.05749723483441745,Low Risk
81,2023-02-22,India,Telangana,Mobile,21,Male,Google Ads,1,5,37.0,50,2023-06-03,0.0,0,0.0,,,127,26.0,0.0,0.0,0,13.6,0.677536231884058,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.2526885614723879,Low Risk
82,2023-01-24,India,Gujarat,Mobile,45,Male,Facebook Ads,1,6,36.333333333333336,37,2023-06-16,0.0,0,0.0,,,156,13.0,0.0,0.0,0,13.9,0.6924818840579711,1,0,-1.0,0.0,0.0,0,0,0,0.0,Non-Buyer,,Non-Buyer,0.23273343448288553,Low Risk
